gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
7.183516913886540262e-03,3.012526664733913492e-02,3.494139277169575064e-02
-4.953224549194749221e-02,-1.387008557349850985e-02,-2.313696212700076110e-02
2.888839984392968172e-02,1.223671042807909608e-02,-2.949092204164339287e-02
1.273263835584267228e-02,2.988744045807456562e-03,3.266026065386561789e-02
-1.004330473242554672e-01,3.114801967643826205e-02,2.676987348234343908e-02
-4.425978790090643461e-02,1.205484642462507222e-02,8.591411488575569078e-03
8.532518539804165997e-03,-6.734845782907550316e-02,-2.547799997658410642e-02
-4.053755944507460990e-02,3.615485541480147752e-02,-4.608718780394882586e-02
4.402974958111140202e-02,-1.082882471395067887e-02,5.319083137891278401e-02
-6.408132165818494763e-02,4.468895230905201021e-02,1.738270935017773716e-02
2.292472935611618648e-02,-1.843068760798469499e-02,-5.135287693729925079e-02
-1.374930273581513769e-02,1.483364415778992175e-02,2.114807819793661225e-02
-3.030130153595840883e-02,4.137080363354817686e-02,-5.643500299451967989e-02
-3.311707061707039323e-02,2.699376651082607825e-03,2.035230482508639666e-02
-3.244018890349942286e-02,2.874239776473470898e-02,-3.438321065353282940e-02
-5.087954333031949328e-02,9.080254305922271299e-03,-5.773230036119599007e-02
-5.439685184409644332e-03,-6.499508066304637843e-02,-4.871797387904321791e-02
-4.896238224673448575e-02,-5.691589087143082704e-02,-3.782070216830776127e-02
-1.629283652597898410e-02,5.347921916839354362e-02,2.722098730222233254e-02
8.573682828419064428e-02,-1.193253973598606271e-02,1.346148621145250995e-02
1.367231220021079309e-02,4.940543280955101563e-02,4.628712307803044962e-02
-6.519722644893612140e-02,1.061087640291340749e-02,6.497742133932997433e-02
2.298411309947421058e-02,-9.059357206048321287e-02,-1.015264169083096579e-02
-9.657722663044923314e-03,3.268103193900090409e-02,1.946831039467262700e-02
-5.713493768847500466e-03,-1.819370519796198807e-02,-5.654943651741968502e-02
-6.385961226756090015e-02,5.127238941837046482e-02,-2.333969543549029545e-03
-3.335184077457804125e-02,-1.454071084153212012e-02,-8.238345851943284365e-03
6.409010020455277457e-02,-2.438197869754432992e-03,1.723806695094225920e-03
3.902205870256834908e-02,5.067903738511694151e-02,2.906386475086755392e-02
5.001681871578104316e-02,4.255626487473636310e-02,-1.905942109339575988e-02
-5.634950408001443423e-02,6.429099009322082788e-03,1.342583698233340214e-02
-5.404259725014427633e-03,-3.758304789683573205e-02,-3.340432207018535077e-02
-4.091652278979140273e-02,5.481056397552200570e-04,-5.080883999039148731e-03
-9.024157606867817816e-02,-6.747602471301546168e-02,7.159127033269522926e-03
9.112256346098628057e-02,4.095467313468315745e-02,3.012584418968392366e-02
-2.414098902830509510e-03,-1.322188332225440743e-02,1.710138437038577486e-02
-7.510595191506810962e-04,-3.228324560229444556e-02,-3.035183941633950826e-03
5.625845835930356337e-02,-2.128967999814391707e-03,-6.509466288636871212e-02
7.004650082885663376e-02,1.275340755496261712e-02,2.071543083053671921e-02
5.218053177103960244e-03,-5.337177635785944965e-03,-1.207662970179873216e-02
-6.316922479075270935e-02,-3.289969476310321966e-02,-4.626839583609242135e-02
3.866988717929323999e-02,-1.117724775867183634e-01,2.343930559964897686e-02
1.586651794530931012e-02,4.947599812709814471e-02,7.524438550472266340e-03
-3.904925426401244671e-03,6.939792801537132856e-03,6.116352307339933958e-02
2.947428237445651536e-02,2.928217013678076699e-02,-1.132258161915048432e-02
8.722192537364730977e-03,-8.312355405957121135e-02,-1.979790004235082793e-02
1.314576360814632451e-02,5.444778024732847832e-02,8.394047252737001086e-02
-2.731671829777348320e-02,4.331998835046853985e-02,1.713690015860753688e-02
1.430501584053474155e-02,3.470794104332020763e-02,-5.218314970031900923e-02
-7.294233374081988963e-02,-1.084580524614533470e-01,1.411904484211433559e-02
6.028626824369515830e-02,-6.015312216674936763e-02,-5.195442111433826865e-02
-3.574359461246215397e-02,1.137240184491092147e-02,5.917966859012202541e-02
-1.816725897121545044e-02,-2.349922650010211750e-02,-4.562480870431757929e-02
8.523671990165933299e-02,1.462262430023324698e-02,-1.197837285293649329e-02
9.394252810492380312e-02,-3.723617414038699058e-02,1.215923232738361642e-01
6.182716775789755780e-03,-1.945639412407718094e-02,9.244948918709616770e-02
1.001371290879389878e-02,-3.841215535252825997e-02,2.009670948637857016e-02
6.054581201297731113e-02,-1.880897502501955101e-02,-2.063758596172395043e-02
1.536170776390169412e-02,-3.638196438669871052e-03,-3.536180121078774663e-02
2.067724523152002572e-02,5.555072267165738625e-02,1.697191590527170196e-02
-2.042636039383503160e-02,-6.185968827459410041e-02,-5.169126100963652298e-02
-7.230837680529457814e-03,4.725123443042169441e-02,4.186950947207466328e-02
3.791861297040555190e-02,-4.788011295931437344e-03,3.101951615627999027e-03
-1.766258877379341119e-02,5.231760584235729816e-02,-7.794907606252995079e-03
-3.158523360202518393e-02,-4.633201731210404711e-02,-5.881292833046230378e-02
-6.353936371025545315e-02,5.545825488882637211e-02,-4.404888319188750984e-02
-5.931235493961823507e-02,9.016663347162954048e-03,1.554587185299203221e-02
-2.493840735693707289e-02,2.137670306349364474e-02,-3.935108400285256686e-02
5.532379436543916756e-02,-1.020533452707180454e-02,4.648325493442650308e-02
-8.293642889458970047e-02,7.455766114932679866e-04,-3.842049991863513009e-02
3.281898451715967169e-02,-5.205422755428541076e-02,7.217662723413323378e-02
-3.399167186446252348e-02,3.250821539434891466e-02,6.465413591470679788e-02
6.562464448289261065e-02,4.160126809656817387e-02,-4.027946505275116496e-02
-1.985883915218890003e-02,2.218130405381173523e-02,-1.016591312672221331e-01
2.000589890450714566e-04,-1.091268682711774539e-02,-3.813340506283450365e-02
1.174120257667764927e-02,-5.219668234251621797e-02,6.358759307170197550e-02
1.834153654323011570e-02,-6.299147068425486884e-02,3.478690335883105611e-02
1.718165723771257827e-02,-1.540041031923126491e-03,3.540905958851972568e-02
-8.430201017262839436e-02,-7.439113444009388953e-02,-8.429067054784784505e-03
2.159277359611793540e-02,-2.533297318563923137e-02,3.748948635687446990e-02
-8.016120752792765813e-02,-7.441481560952990792e-02,7.265166329479845475e-02
-2.947791943444320537e-02,-6.957742748766264362e-02,-1.575407341154902094e-02
4.416278703956703520e-04,5.162749083899052793e-02,-1.773898637649374069e-02
-6.000203428297758851e-02,1.489465679571029891e-02,-6.633325923735891583e-02
6.283957164124391592e-02,-4.075111687774956443e-02,-7.057260679497816269e-02
-9.793210771836226985e-03,-1.895800653075389863e-02,-1.390114763082064310e-02
1.352611823096510485e-02,-3.233154341357345404e-04,9.635718493118707040e-03
-4.123678010055598087e-02,1.548798100110006758e-02,-9.039833692684291766e-02
6.824532435704892819e-02,6.418352793119233568e-02,-6.138183872114204298e-02
1.079272906713918227e-02,2.843789133607049074e-02,3.305618241561109755e-02
2.430101017877749070e-02,6.774900595530766560e-03,-7.579909139364392201e-02
4.404194345353253104e-02,1.894700446439589667e-02,-4.351559469109503482e-03
-4.480151153760435212e-02,9.663144527926002814e-02,-3.411630166512076567e-02
-1.296941227566867673e-02,-1.512770020782637156e-02,2.201354496063707023e-03
1.069618012115638658e-02,2.547300028858181728e-02,1.040068249097779104e-02
5.874465350600501651e-02,-3.621350323646584796e-02,4.710264223966331189e-03
-1.695882124948838027e-02,-3.688654939126152082e-02,-8.537862562690444468e-02
2.572491952178984978e-02,-6.163708150743271719e-02,-8.578350522091109098e-02
4.826159080460876161e-02,-3.987671346616721013e-02,2.330296811243337540e-02
-4.235261095479701116e-02,2.438938421500404241e-02,1.654400159323087330e-02
6.999752202534230416e-02,1.595351103206482310e-02,-6.393424612303580390e-02
2.268466516185150411e-02,4.865584523531089889e-02,1.207575236629205989e-01
-9.156912965373558561e-03,-3.914254901252156062e-03,-1.400639532111206190e-02
3.952202913922751859e-02,-7.804581850619623888e-03,-7.375973789997909182e-03
-2.297410043524384521e-02,3.770151292272915650e-02,-8.059412047787337108e-02
1.828778783349188121e-03,1.713948550955403730e-02,-4.504132476403440236e-03
5.858790175856837257e-02,-9.748401865311399211e-03,4.341031912678187769e-03
5.199209795619969682e-02,-2.862165500404053459e-02,5.073147447901842771e-02
-3.539872397144364080e-02,4.217927124040665547e-03,-5.656043465861960995e-02
4.288253763363302634e-02,2.543265233685725740e-02,2.239994616203825131e-02
2.478237844193543343e-02,5.075639567027535014e-03,7.211470967379218777e-02
1.410412882210926658e-02,8.654014269627155476e-02,-4.299731385242710341e-02
3.865423697329598007e-02,5.256360509277350351e-02,-1.589407179235616599e-02
2.697037147341630955e-02,-2.803508510272137780e-02,-8.480170561981319188e-02
-7.492441189297574522e-02,-3.448610297244440737e-02,6.124733467869047238e-02
-7.010631068930568525e-03,1.095302093557822855e-02,3.250758042403101289e-02
2.622631705772355062e-02,-2.941820452035862673e-03,5.958584406366110309e-03
1.052032054698099836e-02,7.988992548180441633e-02,-2.427670960995664470e-02
1.127253329907227687e-02,4.072651859882789153e-03,4.293904926579560771e-02
-8.429523166725887140e-02,1.598923790593721403e-02,-1.144659427873878123e-02
-4.727769879129924135e-02,-1.868585918647484162e-02,2.854559324574095641e-02
-3.836016940478911841e-02,-3.738017103977302885e-02,3.694080671712724265e-03
7.454419033527559524e-02,-4.067948026994751970e-02,3.902579149497957187e-03
-4.627478085588555834e-02,-6.369424449240884689e-02,1.199943566311678297e-02
6.876947142215859322e-04,2.986997213347495402e-03,2.478853305883169794e-02
3.396724136910972847e-04,5.845534161420004593e-02,-4.542780120985832892e-02
3.303477631009441029e-02,7.432077824534109867e-02,2.179554856850165687e-02
-8.553881619855772944e-02,-1.748362178867281583e-02,4.436896967633319200e-02
3.808753217859222467e-02,2.032348551325767125e-02,-7.293858119036934762e-02
-2.075211772219794776e-02,2.257496803391063206e-02,6.639016282623069233e-03
1.378830077979177789e-02,-9.430718997636708748e-04,4.463750967166840722e-02
1.283412202933930128e-03,-2.451141750358329027e-02,-2.523176278472331890e-02
-1.062311515244697933e-02,-5.791164024805358496e-02,8.918460325200229175e-03
-3.416904352025482844e-02,-4.702055474007393876e-02,2.088681525421621013e-02
3.601464860055001577e-02,2.824993669986817797e-03,-3.178525019623809622e-02
7.480063169676649804e-03,1.051229274197607380e-02,3.502361063345571512e-02
-2.115685338848949295e-03,-1.885101402905939999e-02,-8.418062855125750532e-02
5.157572584614013474e-03,-8.742495209496563627e-03,5.969488542889129362e-02
3.073374099073147847e-02,2.742709365501710614e-02,3.962287105136625201e-03
2.334770072566686241e-02,-1.021533512460612650e-02,1.581176731306356553e-02
-3.047772940981834360e-03,3.526935975145192598e-03,5.562618935859769964e-03
3.239333724489269067e-02,-8.909277259671680160e-03,-5.128858576841824335e-02
2.552451853372087603e-02,-1.866939965997284692e-02,-4.566430239829747002e-03
-8.480456710380213092e-02,5.395134189768086008e-02,-2.681316706232314811e-03
4.000515808245919125e-02,7.901904044331192756e-02,2.462281619779068103e-03
3.677886875104430936e-02,3.965487511676156485e-02,-5.697957258143683534e-02
4.250910553486834942e-02,1.100835555593675935e-02,-6.314340153364728092e-02
2.091069254885864412e-02,-3.663074820868326281e-02,3.978671601609652664e-02
