ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.199999999999999858e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000004058188097e+01,1.199999999999999858e+02,5.774997032956847391e-06,9.999962187523829538e-02,0.000000000000000000e+00,-2.749996533855477072e-04
3.200000017134299668e+01,1.199999999999999858e+02,9.642419723789032399e-05,1.999889751012918493e-01,0.000000000000000000e+00,-2.099961412712713412e-03
3.200000039225844262e+01,1.199999999999999858e+02,4.944291274777302004e-04,2.999189192775320034e-01,0.000000000000000000e+00,-6.974371613078113492e-03
3.200000070323075363e+01,1.199999999999999858e+02,1.572140164267332458e-03,3.996638470933779885e-01,0.000000000000000000e+00,-1.639540565283856277e-02
3.200000110400576148e+01,1.199999999999999858e+02,3.851369808121628529e-03,4.989843284243061228e-01,0.000000000000000000e+00,-3.185341405476721510e-02
3.200000159405489342e+01,1.199999999999999858e+02,8.002366051639822966e-03,5.974900768752838820e-01,0.000000000000000000e+00,-5.482342597437413895e-02
3.200000217244041778e+01,1.199999999999999858e+02,1.482628851872529185e-02,6.946917061464976673e-01,0.000000000000000000e+00,-8.604320665380064959e-02
3.200000283785671229e+01,1.199999999999999858e+02,2.509309203545981304e-02,7.903143125824704240e-01,0.000000000000000000e+00,-1.241099807722896992e-01
3.200000358881877105e+01,1.199999999999999858e+02,3.942709891572404590e-02,8.842211952677903053e-01,0.000000000000000000e+00,-1.677881933844015128e-01
3.200000442374415144e+01,1.199999999999999858e+02,5.835057325664543687e-02,9.763339995646159730e-01,0.000000000000000000e+00,-2.162681698590014356e-01
3.200000534099608984e+01,1.199999999999999858e+02,8.231579426102196562e-02,1.066612198626915919e+00,0.000000000000000000e+00,-2.689580222641775875e-01
3.200000633891340840e+01,1.199999999999999858e+02,1.117216184142666990e-01,1.155044075997414321e+00,0.000000000000000000e+00,-3.253815952128844002e-01
3.200000741583434660e+01,1.199999999999999858e+02,1.469226136102061986e-01,1.241641706829611058e+00,0.000000000000000000e+00,-3.851309801369559582e-01
3.200000857011634992e+01,1.199999999999999858e+02,1.882347654550659555e-01,1.326436999656488425e+00,0.000000000000000000e+00,-4.478447118614842237e-01
3.200000980015246910e+01,1.199999999999999858e+02,2.359395959333696058e-01,1.409478064337954306e+00,0.000000000000000000e+00,-5.131974144032070972e-01
3.200001110438461183e+01,1.199999999999999858e+02,2.902875027280665821e-01,1.490825854395208871e+00,0.000000000000000000e+00,-5.808943723834817385e-01
3.200001248131383846e+01,1.199999999999999858e+02,3.515006638199889566e-01,1.570551151796410805e+00,0.000000000000000000e+00,-6.506681793287355520e-01
3.200001392950814960e+01,1.199999999999999858e+02,4.197756525365032854e-01,1.648731935824707229e+00,0.000000000000000000e+00,-7.222762655602901205e-01
3.200001544760802830e+01,1.199999999999999858e+02,4.952858255255938036e-01,1.725451137132991697e+00,0.000000000000000000e+00,-7.954988204683092201e-01
3.200001703433012068e+01,1.199999999999999858e+02,5.781835131224081215e-01,1.800794752115635777e+00,0.000000000000000000e+00,-8.701369206928244449e-01
3.200001868846933917e+01,1.199999999999999858e+02,6.686020290044144554e-01,1.874850280837085714e+00,0.000000000000000000e+00,-9.460107950996630155e-01
3.200002040889967958e+01,1.199999999999999858e+02,7.666575115501963467e-01,1.947705448580674847e+00,0.000000000000000000e+00,-1.022958203236642216e+00
3.200002219457399377e+01,1.199999999999999858e+02,8.724506078587973557e-01,2.019447172362898169e+00,0.000000000000000000e+00,-1.100832920127061021e+00
3.200002404452290961e+01,1.199999999999999858e+02,9.860680109382141678e-01,2.090160736981088174e+00,0.000000000000000000e+00,-1.179503324956161059e+00
3.200002595785309012e+01,1.199999999999999858e+02,1.107583860370245255e+00,2.159929149021004857e+00,0.000000000000000000e+00,-1.258851091753647733e+00
3.200002793374494559e+01,1.199999999999999858e+02,1.237061016540610403e+00,2.228832641127453495e+00,0.000000000000000000e+00,-1.338769979438126034e+00
3.200002997144999739e+01,1.199999999999999858e+02,1.374552218216646970e+00,2.296948302469109748e+00,0.000000000000000000e+00,-1.419164717636469897e+00
3.200003207028792929e+01,1.199999999999999858e+02,1.520101132858020954e+00,2.364349814610726686e+00,0.000000000000000000e+00,-1.499949983882840510e+00
3.200003422964341127e+01,1.199999999999999858e+02,1.673743308578547140e+00,2.431107274921992634e+00,0.000000000000000000e+00,-1.581049467227783722e+00
3.200003644896284527e+01,1.199999999999999858e+02,1.835507036162876693e+00,2.497287092216425641e+00,0.000000000000000000e+00,-1.662395012940399708e+00
3.200003872775102565e+01,1.199999999999999858e+02,2.005414129001632961e+00,2.562951941553401891e+00,0.000000000000000000e+00,-1.743925842829193051e+00
3.200004106556770722e+01,1.199999999999999858e+02,2.183480628259697465e+00,2.628160767083606686e+00,0.000000000000000000e+00,-1.825587845698571687e+00
3.200004346202434391e+01,1.199999999999999858e+02,2.369717440047862222e+00,2.692968823504913178e+00,0.000000000000000000e+00,-1.907332932560644290e+00
3.200004591678072785e+01,1.199999999999999858e+02,2.564130910837733701e+00,2.757427748152408320e+00,0.000000000000000000e+00,-1.989118451404778831e+00
3.200004842954178486e+01,1.199999999999999858e+02,2.766723346850328280e+00,2.821585657000944547e+00,0.000000000000000000e+00,-2.070906656565266957e+00
3.200005100005443381e+01,1.199999999999999858e+02,2.977493482664943514e+00,2.885487258936664912e+00,0.000000000000000000e+00,-2.152664228000720215e+00
3.200005362810457399e+01,1.199999999999999858e+02,3.196436903839314780e+00,2.949173983578099900e+00,0.000000000000000000e+00,-2.234361836092315645e+00
3.200005631351418600e+01,1.199999999999999858e+02,3.423546427906360101e+00,3.012684118717960935e+00,0.000000000000000000e+00,-2.315973747870277766e+00
3.200005905613855361e+01,1.199999999999999858e+02,3.658812447717392669e+00,3.076052954131442085e+00,0.000000000000000000e+00,-2.397477470880367445e+00
3.200006185586360630e+01,1.199999999999999858e+02,3.902223240736260923e+00,3.139312929071460978e+00,0.000000000000000000e+00,-2.478853431198471124e+00
3.200006471260343233e+01,1.199999999999999858e+02,4.153765247552634321e+00,3.202493781259549088e+00,0.000000000000000000e+00,-2.560084682387198995e+00
3.200006762629788426e+01,1.199999999999999858e+02,4.413423322574447027e+00,3.265622695595078007e+00,0.000000000000000000e+00,-2.641156642460639414e+00
3.200007059691034783e+01,1.199999999999999858e+02,4.681180959577776690e+00,3.328724451155582464e+00,0.000000000000000000e+00,-2.722056856180370410e+00
3.200007362442561742e+01,1.199999999999999858e+02,4.957020494535758992e+00,3.391821565356242907e+00,0.000000000000000000e+00,-2.802774780246156450e+00
3.200007670884792788e+01,1.199999999999999858e+02,5.240923287914607265e+00,3.454934434384985487e+00,0.000000000000000000e+00,-2.883301589168298484e+00
3.200007985019909995e+01,1.199999999999999858e+02,5.532869888413005199e+00,3.518081469237848591e+00,0.000000000000000000e+00,-2.963629999815220906e+00
3.200008304851677821e+01,1.199999999999999858e+02,5.832840179929159596e+00,3.581279226853240960e+00,0.000000000000000000e+00,-3.043754112820043378e+00
3.200008630385284647e+01,1.199999999999999858e+02,6.140813513366129683e+00,3.644542535988460230e+00,0.000000000000000000e+00,-3.123669269204127907e+00
3.200008961627187887e+01,1.199999999999999858e+02,6.456768824729169687e+00,3.707884617601664434e+00,0.000000000000000000e+00,-3.203371920734832123e+00
3.200009298584978978e+01,1.199999999999999858e+02,6.780684740827163104e+00,3.771317199601256664e+00,0.000000000000000000e+00,-3.282859512679626501e+00
3.200009641267245541e+01,1.199999999999999858e+02,7.112539673762465320e+00,3.834850625905370070e+00,0.000000000000000000e+00,-3.362130377750472743e+00
3.200009989683460532e+01,1.199999999999999858e+02,7.452311905278347304e+00,3.898493959819805177e+00,0.000000000000000000e+00,-3.441183640151714851e+00
3.200010343843861449e+01,1.199999999999999858e+02,7.799979661929493879e+00,3.962255081795472478e+00,0.000000000000000000e+00,-3.520019128752743587e+00
3.200010703759352282e+01,1.199999999999999858e+02,8.155521181947635867e+00,4.026140781668387625e+00,0.000000000000000000e+00,-3.598637298504240523e+00
3.200011069441409717e+01,1.199999999999999858e+02,8.518914774590262695e+00,4.090156845518090556e+00,0.000000000000000000e+00,-3.677039159304765992e+00
3.200011440901993609e+01,1.199999999999999858e+02,8.890138872684724802e+00,4.154308137305574355e+00,0.000000000000000000e+00,-3.755226211603749586e+00
3.200011818153465271e+01,1.199999999999999858e+02,9.269172079011882559e+00,4.218598675470639492e+00,0.000000000000000000e+00,-3.833200388098238598e+00
3.200012201208519258e+01,1.199999999999999858e+02,9.655993207112134158e+00,4.283031704682120910e+00,0.000000000000000000e+00,-3.910964000944888053e+00
3.200012590080111607e+01,1.199999999999999858e+02,1.005058131704146795e+01,4.347609762943529965e+00,0.000000000000000000e+00,-3.988519693966314783e+00
3.200012984781402992e+01,1.199999999999999858e+02,1.045291574655545475e+01,4.412334744262135011e+00,0.000000000000000000e+00,-4.065870399382671252e+00
3.200013385325698323e+01,1.199999999999999858e+02,1.086297613815433216e+01,4.477207957092001145e+00,0.000000000000000000e+00,-4.143019298645737258e+00
3.200013791726399148e+01,1.199999999999999858e+02,1.128074246238192302e+01,4.542230178761552217e+00,0.000000000000000000e+00,-4.219969786994535177e+00
3.200014203996958173e+01,1.199999999999999858e+02,1.170619503773483494e+01,4.607401706094347738e+00,0.000000000000000000e+00,-4.296725441388796973e+00
3.200014622150835919e+01,1.199999999999999858e+02,1.213931454750547978e+01,4.672722402428269639e+00,0.000000000000000000e+00,-4.373289991510259433e+00
3.200015046201465907e+01,1.199999999999999858e+02,1.258008205385285905e+01,4.738191741233639398e+00,0.000000000000000000e+00,-4.449667293551744507e+00
3.200015476162216999e+01,1.199999999999999858e+02,1.302847900936831671e+01,4.803808846525141618e+00,0.000000000000000000e+00,-4.525861306541056450e+00
3.200015912046367816e+01,1.199999999999999858e+02,1.348448726637924366e+01,4.869572530256009557e+00,0.000000000000000000e+00,-4.601876070970921440e+00
3.200016353867079033e+01,1.199999999999999858e+02,1.394808908421186366e+01,4.935481326876106856e+00,0.000000000000000000e+00,-4.677715689527944143e+00
3.200016801637368502e+01,1.199999999999999858e+02,1.441926713461438680e+01,5.001533525228226473e+00,0.000000000000000000e+00,-4.753384309733086788e+00
3.200017255370087810e+01,1.199999999999999858e+02,1.489800450552394118e+01,5.067727197949460027e+00,0.000000000000000000e+00,-4.828886108323724891e+00
3.200017715077912328e+01,1.199999999999999858e+02,1.538428470334434017e+01,5.134060228536913684e+00,0.000000000000000000e+00,-4.904225277223098090e+00
3.200018180773314924e+01,1.199999999999999858e+02,1.587809165388701516e+01,5.200530336229396866e+00,0.000000000000000000e+00,-4.979406010957148965e+00
3.200018652468558855e+01,1.199999999999999858e+02,1.637940970211406722e+01,5.267135098849136554e+00,0.000000000000000000e+00,-5.054432495391531610e+00
3.200019130175684268e+01,1.199999999999999858e+02,1.688822361081011891e+01,5.333871973740120787e+00,0.000000000000000000e+00,-5.129308897673056755e+00
3.200019613906496829e+01,1.199999999999999858e+02,1.740451855829857664e+01,5.400738316932327976e+00,0.000000000000000000e+00,-5.204039357270199950e+00
3.200020103672560623e+01,1.199999999999999858e+02,1.792828013530787246e+01,5.467731400654017193e+00,0.000000000000000000e+00,-5.278627978016661615e+00
3.200020599485189621e+01,1.199999999999999858e+02,1.845949434108393206e+01,5.534848429307292150e+00,0.000000000000000000e+00,-5.353078821070426763e+00
3.200021101355446262e+01,1.199999999999999858e+02,1.899814757883676108e+01,5.602086554015533792e+00,0.000000000000000000e+00,-5.427395898708372357e+00
3.200021609294132219e+01,1.199999999999999858e+02,1.954422665060143061e+01,5.669442885844850899e+00,0.000000000000000000e+00,-5.501583168883412256e+00
3.200022123311786970e+01,1.199999999999999858e+02,2.009771875158653742e+01,5.736914507795570550e+00,0.000000000000000000e+00,-5.575644530477412708e+00
3.200022643418687096e+01,1.199999999999999858e+02,2.065861146407709015e+01,5.804498485653870610e+00,0.000000000000000000e+00,-5.649583819188794820e+00
3.200023169624844144e+01,1.199999999999999858e+02,2.122689275095256534e+01,5.872191877788090153e+00,0.000000000000000000e+00,-5.723404803998878521e+00
3.200023701940005338e+01,1.199999999999999858e+02,2.180255094887576917e+01,5.939991743968883853e+00,0.000000000000000000e+00,-5.797111184165721909e+00
3.200024240373650031e+01,1.199999999999999858e+02,2.238557476120308820e+01,6.007895153287303280e+00,0.000000000000000000e+00,-5.870706586698458018e+00
3.200024784934996092e+01,1.199999999999999858e+02,2.297595325066217953e+01,6.075899191240128339e+00,0.000000000000000000e+00,-5.944194564269009717e+00
3.200025335633000623e+01,1.199999999999999858e+02,2.357367583183904358e+01,6.144000966047119761e+00,0.000000000000000000e+00,-6.017578593521622388e+00
3.200025892476357825e+01,1.199999999999999858e+02,2.417873226351262872e+01,6.212197614260689171e+00,0.000000000000000000e+00,-6.090862073743858573e+00
3.200026455473507525e+01,1.199999999999999858e+02,2.479111264087151767e+01,6.280486305724275020e+00,0.000000000000000000e+00,-6.164048325865667088e+00
3.200027024632633754e+01,1.199999999999999858e+02,2.541080738764419777e+01,6.348864247931998328e+00,0.000000000000000000e+00,-6.237140591755831132e+00
3.200027599961672564e+01,1.199999999999999858e+02,2.603780724817128345e+01,6.417328689838497802e+00,0.000000000000000000e+00,-6.310142033787595750e+00
