gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200165351394905855e+01,1.200060495406819996e+02,1.759675313517521147e+02,-2.698927991511720914e-02,1.002059334509756816e+01,-1.616039253713557819e-02
3.200170687137392633e+01,1.200061088079279585e+02,1.880782766738442717e+02,-7.774952873505529272e-02,1.010048577267845893e+01,8.961164022195507173e-02
3.200165827734907964e+01,1.200060600747238624e+02,1.755109841101976258e+02,5.957391614180285871e-02,9.982706656118550015e+00,8.879617247962105081e-03
3.200171811562404400e+01,1.200060916978917334e+02,1.768676272143063102e+02,-6.245791470933186040e-02,1.000957949622313592e+01,-3.181661793838056612e-02
3.200174454552340109e+01,1.200060009020023273e+02,1.756858136598834790e+02,-7.825356042659751057e-03,1.004912454964122759e+01,-4.880883238053219421e-03
3.200167483900053611e+01,1.200060785107432935e+02,1.747785450066649275e+02,8.434538395784005327e-02,9.977116480304470514e+00,2.549914840849381789e-02
3.200168632231765287e+01,1.200060533870906880e+02,1.670456777075687853e+02,4.456313020473391673e-02,1.005072852263140426e+01,5.978751699074357634e-02
3.200169732528554078e+01,1.200061886355936025e+02,1.718923753671971042e+02,3.331775857966890603e-02,1.000082961483334998e+01,6.219511790145199753e-02
3.200166505312049026e+01,1.200060874154157489e+02,1.676402530540476619e+02,-5.453486152353818200e-02,9.883210551736883787e+00,-1.787893848917449999e-02
3.200177023553794697e+01,1.200060887814368016e+02,1.605408700131563364e+02,4.610708298804966354e-02,1.004412974815159032e+01,8.841286574660930236e-03
3.200170318811814241e+01,1.200062255338687436e+02,1.773438178506217184e+02,6.077278224980770666e-02,9.899165054767193439e+00,-2.172022813894314633e-02
3.200162200789993960e+01,1.200061593509627045e+02,1.768925615416069945e+02,6.601764039596541567e-02,1.008238880181483133e+01,6.128090683066580828e-03
3.200176816629956988e+01,1.200060885490777167e+02,1.657437091128956581e+02,-1.362857276007450186e-02,1.004270556008333060e+01,-1.029983910935286240e-01
3.200181205899927761e+01,1.200061778058066011e+02,1.722922787179176964e+02,3.119284201314029194e-05,1.001234871387228331e+01,7.603002843665265797e-02
3.200163935368546930e+01,1.200062614825178997e+02,1.590534823391315626e+02,1.292315176628818472e-02,9.943087146991468117e+00,-2.099613847637598132e-02
3.200168796902965340e+01,1.200061740279637945e+02,1.718694490845017810e+02,-7.176478042086886777e-02,1.007716309420200318e+01,-3.889661807106557789e-04
3.200170004742533791e+01,1.200061839905107206e+02,1.825706141904387039e+02,-6.771347957027795683e-02,1.003972741940489044e+01,5.001534669306908348e-02
3.200165294349161371e+01,1.200062120549101081e+02,1.720125981838470466e+02,2.914016838807869519e-02,9.889800239821635586e+00,-1.091073010986749227e-02
3.200170355111907128e+01,1.200062040625495001e+02,1.673585434019919091e+02,-1.212353868969749809e-01,1.009310238538358817e+01,-4.150361170540296796e-02
3.200163193501710168e+01,1.200062613307196102e+02,1.822355228077146592e+02,-3.305373240280395919e-02,9.949931756162285978e+00,7.644577155059487095e-02
3.200169527019481563e+01,1.200062021133785208e+02,1.807051221282138442e+02,-2.476182708529293605e-02,9.965402157958019203e+00,-7.316153313646261893e-04
3.200167442586862876e+01,1.200061817750706012e+02,1.809165359625469875e+02,1.682322798840294939e-02,1.004010044125179313e+01,8.518877833860818288e-03
3.200178783076572842e+01,1.200063191029827578e+02,1.610005673168617193e+02,9.437217946624845699e-03,1.008787037474361981e+01,-3.814978766718090525e-02
3.200171662850436149e+01,1.200062136928995642e+02,1.660668990751082674e+02,2.589234211795916549e-02,1.001801367673472676e+01,1.347070875920163523e-02
3.200172642613011220e+01,1.200063214789440309e+02,1.703453344810120882e+02,-1.936227943537773954e-03,1.002333198349617227e+01,-8.068492008843215768e-02
3.200174052352474519e+01,1.200063781678413477e+02,1.655729184406783929e+02,-1.055858862484002590e-02,1.000470664817369482e+01,3.662237527837111650e-02
3.200176274913530250e+01,1.200062945727242010e+02,1.803286680752489985e+02,1.268341467940915512e-01,9.985207613708826813e+00,-3.033084980340295528e-02
3.200169461373918978e+01,1.200064079116448568e+02,1.817938747458732394e+02,3.069604815156663780e-02,9.963149860275233749e+00,-1.816247844331911028e-03
3.200167147686887148e+01,1.200063527233010063e+02,1.748991322406417908e+02,2.178745022943908566e-02,9.957692094557071272e+00,-2.258103328639876617e-02
3.200178561346898931e+01,1.200063610690494329e+02,1.697505479096873273e+02,8.471570640891575021e-02,9.969048918080551047e+00,2.465485213157206021e-02
3.200172270590331181e+01,1.200063922439482837e+02,1.703089094608539824e+02,1.063930559451748900e-02,9.935473763331486907e+00,-4.671738836837494024e-02
3.200174038752408734e+01,1.200064272295582555e+02,1.682274345118956660e+02,7.546231473885636060e-03,9.997341013689277744e+00,-1.379337175216048192e-02
3.200174735257851211e+01,1.200064093461253520e+02,1.688316102075851006e+02,2.871173373549249994e-02,9.928674871074655073e+00,-1.380426779607803189e-02
3.200178471199438945e+01,1.200064035755326017e+02,1.725212367133858606e+02,4.686955812259443327e-02,1.007553077044003054e+01,-5.904105410090101230e-02
3.200171718010776800e+01,1.200063487007768117e+02,1.750278753682367778e+02,2.002136334054663291e-02,1.001258702915265886e+01,-3.448159650493114875e-02
3.200170629292243518e+01,1.200064383487961663e+02,1.666054833878229147e+02,-6.843193836788476203e-02,1.010400473516087061e+01,1.011955751671887553e-02
3.200173851536104763e+01,1.200063734044419022e+02,1.674157454828599896e+02,5.258765444196921574e-02,9.957606729862787276e+00,-2.236198154994809353e-02
3.200167947339785002e+01,1.200064737183198389e+02,1.743565364123785173e+02,4.775254574170804261e-02,1.006988702783398537e+01,-6.672492475505986675e-02
3.200174839856752840e+01,1.200064104978459909e+02,1.849519425112738134e+02,-3.759405558648068295e-03,1.003168625331938557e+01,6.580719830629594425e-02
3.200172499349130106e+01,1.200064790093742317e+02,1.814134764798557740e+02,6.221166801305656052e-02,9.985670062101641875e+00,3.230478420448552011e-03
3.200173811837930771e+01,1.200064719958475337e+02,1.717609911057447221e+02,-1.379451623731481162e-02,9.978291263414041268e+00,7.771340536810941724e-02
3.200164139320009582e+01,1.200065270422745556e+02,1.810730891309836466e+02,3.275554100763176935e-02,1.005852148859552031e+01,4.127447890454655904e-02
3.200172279260648622e+01,1.200065012844311809e+02,1.872227058733726039e+02,-1.165455120384863430e-01,1.006738209146329943e+01,4.563499492220010612e-02
3.200174201314865741e+01,1.200064729819651461e+02,1.643553610912047134e+02,-4.405319852541063341e-02,1.002917949903394756e+01,2.104330116296944039e-03
3.200160594090472443e+01,1.200065524439103370e+02,1.722528105961479525e+02,4.015975083786937211e-02,1.001553520615294701e+01,1.930662716364677997e-02
3.200159123503667047e+01,1.200065405036170887e+02,1.647161227669191987e+02,2.333990536713118416e-02,1.009409851465145991e+01,-3.190082568013234005e-02
3.200173234848234927e+01,1.200065398542503203e+02,1.825721536614697982e+02,-8.134312372814704595e-02,9.996743680157516465e+00,5.722842875175421923e-02
3.200169996334987843e+01,1.200066167273038644e+02,1.744545624257197289e+02,-2.251357338010952225e-02,1.001500540462373401e+01,-1.769603825382429912e-02
3.200175489067158452e+01,1.200066581031536401e+02,1.640397656194559772e+02,7.470341543921799228e-03,1.004889638794331042e+01,-2.760933584624102391e-02
3.200170090487381458e+01,1.200065433979681302e+02,1.752522039212195466e+02,-2.297100069251371487e-02,9.962704840316375154e+00,4.335444025475511387e-02
3.200179328881154106e+01,1.200065838508919711e+02,1.697499483921474166e+02,-1.074341388010503079e-02,9.999444001566072160e+00,-5.960172953608267564e-03
3.200169097282228137e+01,1.200067228577900096e+02,1.753763356471881991e+02,4.583241152352575051e-03,1.006682588182278160e+01,6.716676994689961544e-02
3.200175137453953056e+01,1.200065993429452931e+02,1.701561973143567457e+02,2.362386866609677769e-02,9.951635970415157573e+00,3.385469292045784062e-02
3.200166174585559986e+01,1.200065574550735761e+02,1.607416363623365783e+02,9.435323338211624306e-03,9.951733430435725225e+00,2.350273680368372003e-02
3.200180694360761890e+01,1.200066233601492200e+02,1.662606511125264035e+02,-4.634809778221918308e-02,1.003069304983011989e+01,1.831099426062193780e-02
3.200166269768887872e+01,1.200066602420536128e+02,1.645122705913980781e+02,-3.561006403957224509e-02,1.008845119734372275e+01,3.301073852034229483e-02
3.200172735858748752e+01,1.200066550429701238e+02,1.755381543707001128e+02,8.389145656958130193e-02,9.970537282051788353e+00,-1.717938119348189074e-02
3.200170397646867571e+01,1.200066747479306031e+02,1.723093715210212338e+02,-8.822157588586426735e-02,9.984356655120393498e+00,-3.565156882791232357e-03
3.200168418965630224e+01,1.200067093174710351e+02,1.787513711037797179e+02,-3.349598717000228099e-02,1.004703268285094353e+01,-1.044166667703247259e-01
3.200173178907824223e+01,1.200067790551967022e+02,1.736403327209150405e+02,-3.376456552275037409e-02,1.003018222504766044e+01,-2.826892180257419007e-02
3.200166321135526459e+01,1.200067038407863009e+02,1.654514363596108240e+02,2.351713569503404572e-02,9.972234131960000525e+00,6.266787977367883899e-02
3.200166876087997281e+01,1.200066852993799529e+02,1.782622784645406000e+02,7.871906725218969642e-03,1.002066417799548326e+01,-5.307489243756443459e-02
3.200160577740398793e+01,1.200067299291665108e+02,1.733267899964278342e+02,8.689885152550919090e-02,1.001535259195300931e+01,-3.920298984010592985e-02
3.200172592744787181e+01,1.200067988135043890e+02,1.746790918529796102e+02,2.888764681860466789e-03,9.958743001243288262e+00,6.078840372594531902e-03
3.200169379457901186e+01,1.200067466186062006e+02,1.752282423219384100e+02,-2.581661042105006659e-02,9.991111904151932066e+00,3.482222736840218796e-02
3.200172661611422598e+01,1.200068220485633788e+02,1.712483916715676742e+02,1.476653933454093529e-02,1.005807712841107637e+01,-9.749571433009514287e-02
3.200166518396260074e+01,1.200067721359564956e+02,1.755833829294572581e+02,-5.449366915544980039e-02,1.001945932916794035e+01,1.581075449873742787e-03
3.200176577067371397e+01,1.200067778821746458e+02,1.662034551488932550e+02,4.133602551974364936e-02,1.004275681585134272e+01,-9.732312283578530357e-03
3.200175437583367000e+01,1.200067670731916394e+02,1.747127866450203157e+02,-6.662219821810021203e-02,1.002314094819178258e+01,5.023312488259808195e-02
3.200170608819277618e+01,1.200067066095790977e+02,1.570891281188310700e+02,1.524326930009452588e-03,9.960605859989907884e+00,7.024925374439811021e-02
3.200163053601199437e+01,1.200067168711512835e+02,1.727374116243742321e+02,2.373187301914323616e-02,9.979716480808916046e+00,1.762021093558075249e-02
3.200170788963220048e+01,1.200068113483020937e+02,1.854046844843752524e+02,4.331358121668875058e-03,9.903954295396394159e+00,3.956863649269169725e-02
3.200167075765303792e+01,1.200068283464268717e+02,1.778768411778058862e+02,5.741586668583637670e-02,1.005587301900787089e+01,7.127610270517839401e-03
3.200180508978509408e+01,1.200068950419061196e+02,1.797896635721573375e+02,7.647668238824209541e-02,1.002436293641745557e+01,2.972070166662046584e-02
3.200172410205135520e+01,1.200069015885138413e+02,1.713695048191671333e+02,-4.558337345495454274e-04,9.960217652281832201e+00,1.557812268203223258e-02
3.200171708180144492e+01,1.200069228063637752e+02,1.687939802558900055e+02,-7.689247075270588816e-02,9.907487980757075263e+00,-6.539969839900044990e-02
3.200163148916699640e+01,1.200068409331491921e+02,1.711385667656711007e+02,5.855449105216574412e-02,9.908443179076330765e+00,8.078785081929723555e-02
3.200173695600989276e+01,1.200068252053787035e+02,1.801278057404923629e+02,-3.595007840103485452e-02,9.918399009898687169e+00,5.184148193032862839e-02
3.200177052905802810e+01,1.200068994654094467e+02,1.580462111298351715e+02,1.214298753676966297e-01,1.006486444026979044e+01,2.775990111325491935e-02
3.200176288872538777e+01,1.200069504097056807e+02,1.801697517828369826e+02,8.764820741877622778e-02,1.004421599523235820e+01,5.973130668969050400e-02
3.200174114949358284e+01,1.200068817683393689e+02,1.893118491187051973e+02,-2.507634772980423671e-02,9.947599176567575086e+00,-5.940081714271774199e-02
3.200171399643738113e+01,1.200068971044356374e+02,1.752674480678984992e+02,6.065760172223551294e-03,1.001811335899946265e+01,-5.322017286147032872e-02
3.200170368985618552e+01,1.200068367971031620e+02,1.694543374547502879e+02,2.615807057833248461e-02,9.995776186302578026e+00,2.087545406565587125e-02
3.200172396894888038e+01,1.200068861339170638e+02,1.739282657894137003e+02,7.243799546737057955e-03,9.943885306817019654e+00,4.514777355334724518e-02
3.200167790883303809e+01,1.200069526966010898e+02,1.660627776006146803e+02,-1.214614601772957131e-02,9.967979623587135407e+00,3.454720265441214161e-02
3.200175574246637211e+01,1.200069628448664076e+02,1.711573848723689935e+02,-7.428322992121833002e-02,1.003841830240502198e+01,-1.219569575105923231e-01
3.200178461629622007e+01,1.200068796153714175e+02,1.669668426012918303e+02,-1.795866594809646978e-03,1.006370620583569497e+01,-2.377419212448262861e-02
3.200179499064986288e+01,1.200069335033900302e+02,1.645436730746373257e+02,-2.426832478013524197e-02,1.001016330188934589e+01,-7.270540254916899037e-02
3.200163167536254605e+01,1.200069668871722541e+02,1.745337097475315034e+02,-7.960470247797396190e-03,9.954751889159318523e+00,1.531890811913648107e-02
3.200165056460796364e+01,1.200070098053863603e+02,1.600795035094931791e+02,5.510658176476308096e-02,1.000459828124046524e+01,2.070734163787600612e-02
3.200171998658444039e+01,1.200069985771896057e+02,1.692949583735688748e+02,1.479216518176076356e-01,9.941738552111903715e+00,1.315135690561597681e-01
3.200182981194417664e+01,1.200070170559021676e+02,1.669506474511073293e+02,-3.036361859172587857e-02,1.004342417973770374e+01,1.680833737319564064e-02
3.200171131206921160e+01,1.200070742297865536e+02,1.762257345085888005e+02,-4.848411618238461507e-02,9.978317272254820125e+00,-5.281649303900437520e-02
3.200167763908476815e+01,1.200070618773625739e+02,1.864998832486076594e+02,3.326441600390899617e-02,9.914272535052131019e+00,-1.171151248926594751e-01
3.200167515425226838e+01,1.200071132534605880e+02,1.747059843338719247e+02,3.367476411924643503e-02,9.974624222705523735e+00,-8.407436871459227079e-02
3.200178763090815437e+01,1.200070727171323455e+02,1.748574477631618151e+02,2.648826359599732935e-02,1.003238940821966096e+01,-2.498838265454847093e-02
3.200167061252839318e+01,1.200070938116465555e+02,1.845332084895339904e+02,3.822102221921444554e-02,9.990990624332864556e+00,-2.373717700440364925e-02
3.200169920582150951e+01,1.200070952669891255e+02,1.658892481281370976e+02,-6.718567448157145017e-02,1.004403879514522835e+01,9.423644982474151111e-02
3.200168261949311699e+01,1.200070556825884012e+02,1.702198628760038730e+02,-2.692342771460733142e-02,1.002605366531303943e+01,7.770672607088279123e-03
3.200167348298403169e+01,1.200071577071111193e+02,1.839114651316144204e+02,5.002213827088922843e-02,1.001285814794589335e+01,3.436851095518842630e-02
3.200172940589309434e+01,1.200071565354381562e+02,1.627395015979289496e+02,-4.211039061981462772e-02,1.003267740696143306e+01,3.658620245474870220e-02
3.200172553529441899e+01,1.200072231975275940e+02,1.793072337422103431e+02,-6.902518984003090663e-02,1.008847431748444201e+01,3.089367755273300653e-02
3.200176373135005292e+01,1.200071167514176267e+02,1.831463551227276128e+02,5.513254644381378883e-02,9.929177845900781563e+00,1.519150005908751107e-02
3.200176924567244896e+01,1.200070794805281480e+02,1.755989416857032950e+02,-3.050316195208098435e-02,9.930516996008540431e+00,-3.762039511550926627e-03
3.200174852448792251e+01,1.200071358032278965e+02,1.651048536251554140e+02,-8.424678586153086512e-02,1.003977562679611779e+01,-2.576868460541446165e-02
3.200169896687069837e+01,1.200071512647596279e+02,1.607838003213277318e+02,-2.797441684680193053e-01,1.008968552793706941e+01,2.349263658411489611e-02
3.200169794489824682e+01,1.200071385327665467e+02,1.701157715058864994e+02,-4.158385482225205876e-01,1.002449419233893302e+01,-2.121035755634729028e-02
3.200170815365588339e+01,1.200072154948072267e+02,1.628434664221948367e+02,-6.944312601980585642e-01,9.983798626906770224e+00,7.161493638559504604e-02
3.200177111574544142e+01,1.200071733409424439e+02,1.659034438236875246e+02,-1.084001549695204236e+00,9.925771626823438609e+00,-2.407630910784128164e-02
3.200175240837705104e+01,1.200071837342365342e+02,1.758229042304411109e+02,-1.276992167650357279e+00,9.935136141871776516e+00,5.969309488460175506e-02
3.200176432090931655e+01,1.200071888125945350e+02,1.807484000964392692e+02,-1.576327149244451276e+00,9.841919842568774612e+00,-9.300837233813538663e-02
3.200172471677450403e+01,1.200072193797193592e+02,1.704278352542851565e+02,-2.034155041589975177e+00,9.740202173649795014e+00,-2.826220531385135321e-02
3.200162600851493977e+01,1.200072137892502298e+02,1.799775445048827009e+02,-2.613205942645950852e+00,9.567004021206921394e+00,-4.072480130857512870e-02
3.200173882973104611e+01,1.200072313133979236e+02,1.807440462654414262e+02,-3.149078264597988230e+00,9.470051111546080591e+00,5.465219106155480566e-03
3.200167944248430274e+01,1.200072097305376388e+02,1.880966768673973206e+02,-3.691571231243485851e+00,9.389649214262744792e+00,-2.850862038188839778e-02
3.200165488943364522e+01,1.200072259979431806e+02,1.728613616154099759e+02,-4.185655917360199929e+00,9.061089556467656791e+00,-3.684478315803209336e-02
3.200168766371325546e+01,1.200073407174286189e+02,1.610703218957399656e+02,-4.814711302857973330e+00,8.673325672624725868e+00,-1.985012404410492828e-02
3.200161399830394515e+01,1.200073383992885141e+02,1.770995769340314325e+02,-5.512017873144125168e+00,8.324884573018938028e+00,-8.688464520647076750e-02
3.200168944696973483e+01,1.200073398827252475e+02,1.754885353194758864e+02,-6.101281437410952080e+00,7.843019038160215395e+00,4.222830306038740517e-02
3.200149365460911355e+01,1.200073528187518264e+02,1.807774634351590350e+02,-6.762851878048550702e+00,7.354565354614725159e+00,-6.175215807931538903e-02
3.200161289088991623e+01,1.200073374932951964e+02,1.880156485191344018e+02,-7.386039608958542502e+00,6.758708820071170464e+00,-3.126599331643555718e-02
3.200168225842347169e+01,1.200072823803276378e+02,1.805806736776134187e+02,-8.006114314726383796e+00,6.036206362811453729e+00,5.193666348840000890e-02
3.200163571771404492e+01,1.200073645977521437e+02,1.688464903320013946e+02,-8.589659797298873301e+00,5.227117735622122119e+00,2.683016152488802361e-02
3.200168678265967515e+01,1.200073176056190789e+02,1.775735001775439059e+02,-8.949803567924364600e+00,4.305149390621390459e+00,-1.202491167820145396e-01
3.200162173389454523e+01,1.200072360325272598e+02,1.736659055264081530e+02,-9.395425822540278915e+00,3.335066871392533550e+00,-7.052608107172705920e-02
3.200164835751131420e+01,1.200074276155162778e+02,1.721031221975097480e+02,-9.659128328646515271e+00,2.412334108729431215e+00,2.574598657472250765e-02
3.200160751295251060e+01,1.200073040885862241e+02,1.751428992314632751e+02,-9.883494742227080465e+00,1.488260678192916187e+00,3.800842539026707406e-03
3.200165123204249795e+01,1.200073941801382347e+02,1.739374684181074144e+02,-9.911543837817466951e+00,6.118578284069621231e-01,-5.281288045934565481e-03
3.200162835205723866e+01,1.200072540717780925e+02,1.697428669120517100e+02,-9.921443882858152818e+00,-1.377353304472347939e-01,5.077700373958782959e-02
3.200160672224595970e+01,1.200073739866207916e+02,1.827162279083361227e+02,-9.956326400839140334e+00,-9.777905410312063283e-01,-8.676564011620178929e-02
3.200160649780521283e+01,1.200072353142052890e+02,1.777375814641944487e+02,-9.877186015361063554e+00,-1.625547781837519690e+00,1.157446800867061587e-01
3.200158775671458500e+01,1.200074573450123552e+02,1.802321174446161649e+02,-9.711090743850984808e+00,-2.442581508161918880e+00,2.670308878841211667e-02
3.200159687640935857e+01,1.200073205891336130e+02,1.600969452387997194e+02,-9.484785393250756869e+00,-3.042986167021839883e+00,-3.040020143339964426e-02
3.200156768029623322e+01,1.200073470100806361e+02,1.800297412994997046e+02,-9.242817355421239611e+00,-3.676903079590052137e+00,7.402094155332689107e-02
3.200154440132698852e+01,1.200073883751978912e+02,1.818440756003468266e+02,-9.119185125903491951e+00,-4.208382742036862467e+00,-6.088616192704224966e-02
3.200155694336601186e+01,1.200072672306945663e+02,1.636759220965120392e+02,-8.709457956253906730e+00,-4.811997583606487439e+00,5.255390190624317781e-02
3.200145357904695942e+01,1.200072170969931875e+02,1.735115345644382217e+02,-8.513345380974945087e+00,-5.272929843296853214e+00,-5.228506200663211867e-02
3.200154946568575554e+01,1.200072186102321723e+02,1.714048458641776449e+02,-8.325540181489381908e+00,-5.605449456509902006e+00,-3.893692351656235368e-02
3.200150726573259163e+01,1.200071926451079491e+02,1.805292808757049556e+02,-7.916025577511654809e+00,-6.142526712967791624e+00,1.847103230996456277e-02
3.200150595721441249e+01,1.200072423764369205e+02,1.765062142790045243e+02,-7.610859043706922122e+00,-6.441454418171027818e+00,-4.809310634881601432e-02
3.200154498943133774e+01,1.200072792503902548e+02,1.708836903482057892e+02,-7.432863180545345116e+00,-6.844581496476712879e+00,1.022728742543114466e-01
3.200148648559593312e+01,1.200071563533337411e+02,1.706229109865308544e+02,-6.902562409358744766e+00,-7.081579378241202427e+00,6.982138114547445894e-04
3.200148943473982399e+01,1.200072428338027350e+02,1.770160357284952681e+02,-6.714416706943529434e+00,-7.418101887386449711e+00,-1.104950811665831312e-01
3.200143628480458347e+01,1.200073669895442805e+02,1.652080559452550688e+02,-6.436751521678646171e+00,-7.659945151232997240e+00,-3.920203810669726369e-02
3.200138563328827956e+01,1.200073758273210984e+02,1.827786179915552225e+02,-6.156791471291022333e+00,-7.780063970230254533e+00,-4.868811189127131289e-02
3.200149060124316236e+01,1.200072101634098090e+02,1.687105809818144166e+02,-5.970374641040461228e+00,-8.008102116607897614e+00,3.401526959851492588e-02
3.200150329920268888e+01,1.200072827039200405e+02,1.837129477757309814e+02,-5.655915237557828767e+00,-8.320878214407793294e+00,-3.193769787617824207e-02
3.200142322583352694e+01,1.200072270076701386e+02,1.745825736183767276e+02,-5.379557256925496134e+00,-8.403229777668643763e+00,1.866386600678866282e-03
3.200150188778318494e+01,1.200072816936559832e+02,1.636029364106961452e+02,-5.071044492408256055e+00,-8.564049819219587079e+00,-3.207761727856539569e-02
3.200136576763914320e+01,1.200072137749616559e+02,1.703476593009701219e+02,-4.941928613005371673e+00,-8.821811757201919235e+00,-1.614937310320517169e-02
3.200140602994667915e+01,1.200071475974658313e+02,1.863601863532942104e+02,-4.620054224997792502e+00,-8.853376642590406576e+00,-2.197079115890598552e-02
3.200149228159511239e+01,1.200071732447364639e+02,1.765097527699502677e+02,-4.418865926118088261e+00,-8.964614212337757237e+00,-5.402363347441585355e-04
3.200151482164182681e+01,1.200072264794016945e+02,1.683496574877731007e+02,-4.207897268241857169e+00,-9.169913829536568528e+00,-7.323608124347441573e-02
3.200138779516652932e+01,1.200072478797614224e+02,1.734642467137101107e+02,-4.010045480559941922e+00,-9.222372611070204229e+00,-4.111905415935285940e-02
3.200142139738635905e+01,1.200071350998477016e+02,1.742084933453952260e+02,-3.882195612243539262e+00,-9.210359310182688830e+00,-1.125273849045316243e-02
3.200143044052131813e+01,1.200070844593284960e+02,1.718114718542407786e+02,-3.607102378696112943e+00,-9.299073922885146004e+00,8.549903179161244537e-02
3.200140686789678313e+01,1.200071703609759339e+02,1.788956756205054432e+02,-3.514944531955342732e+00,-9.440658993856040127e+00,-4.472006042392256964e-02
3.200143319542428344e+01,1.200071269504380780e+02,1.771472669996103946e+02,-3.287845908830557828e+00,-9.480670270343216188e+00,-4.253974740234318930e-02
3.200143066724857732e+01,1.200071333803621485e+02,1.768147518973100034e+02,-3.089617263340630693e+00,-9.525581234582949364e+00,-2.482635583626081888e-02
3.200141831192406272e+01,1.200071465868725369e+02,1.721595060270862518e+02,-2.975575825724528389e+00,-9.452915527446641875e+00,-9.376416134193954824e-03
3.200140737079700415e+01,1.200071735793268033e+02,1.794546410612689726e+02,-2.796694084447736817e+00,-9.616386307385374366e+00,6.229916247094851450e-02
3.200138473949468221e+01,1.200071361193841000e+02,1.703157881609831747e+02,-2.665130475773795027e+00,-9.611523428154409743e+00,-7.778183437036897269e-03
3.200131597318763710e+01,1.200070787198281863e+02,1.713145437664190638e+02,-2.549125152555299589e+00,-9.649015548845342849e+00,-2.801763059214647592e-03
3.200142132224414837e+01,1.200070688880047101e+02,1.829656459670332822e+02,-2.317005480731946232e+00,-9.712158462899273204e+00,-3.828461270105686792e-02
3.200141779077085857e+01,1.200071318510491807e+02,1.681882344626811232e+02,-2.254287754752814177e+00,-9.711739047190841134e+00,1.352757494125829928e-02
3.200142474758311550e+01,1.200070831805133338e+02,1.799676340247389135e+02,-2.141230999254596146e+00,-9.739740183541133689e+00,5.067419946343762471e-02
3.200138434930349973e+01,1.200070265889188761e+02,1.638041202774797398e+02,-2.037146209166935673e+00,-9.795977513785281587e+00,1.473074389966424862e-02
3.200139285006798673e+01,1.200071249203993631e+02,1.769517492982017188e+02,-1.998679677495884155e+00,-9.799558810104622708e+00,-2.716466848866722419e-02
3.200136419847908087e+01,1.200070305159047024e+02,1.716942190174905249e+02,-1.882471919226110124e+00,-9.838301444843017052e+00,1.286368201975103022e-02
3.200141918127172147e+01,1.200070380620025077e+02,1.604076596485478774e+02,-1.802072895569507782e+00,-9.828564198722725465e+00,2.741303422917819657e-02
3.200143917497550206e+01,1.200071080437689943e+02,1.719016681154992341e+02,-1.781803850415270896e+00,-9.957506084433029869e+00,5.432476270568989407e-02
3.200142612973642287e+01,1.200069085147690089e+02,1.772721440044536223e+02,-1.633321934257113694e+00,-9.807465664163160568e+00,1.441714460003967399e-02
3.200142174272784956e+01,1.200070156486629998e+02,1.743607836382676908e+02,-1.511785761401269967e+00,-9.877741564315769551e+00,2.392841575055850920e-02
3.200142960698642014e+01,1.200070912488655210e+02,1.788141323655129327e+02,-1.502620101415284903e+00,-9.942528352339992992e+00,-4.866264545844446732e-02
3.200149940888819344e+01,1.200070550613973808e+02,1.715333777536154400e+02,-1.428228503777644320e+00,-9.888518704955755467e+00,2.222689112038347264e-02
3.200139508426941148e+01,1.200070130337672509e+02,1.749392722167803811e+02,-1.298871468191020506e+00,-9.937565013031829153e+00,6.469762596798050991e-02
3.200139003859705156e+01,1.200069419483042452e+02,1.667616667034966724e+02,-1.278063974913205669e+00,-9.950248005154081810e+00,-4.283028089284808548e-02
3.200142955914282084e+01,1.200068600193265240e+02,1.783530561020989467e+02,-1.192448325677290644e+00,-9.830856312825304144e+00,-4.483284127089182808e-02
3.200139061996041079e+01,1.200070044985911863e+02,1.857992209887614763e+02,-1.050109868703970051e+00,-9.896458213487560940e+00,1.899087674882395105e-02
3.200137990634139840e+01,1.200069377841110168e+02,1.730999847852988296e+02,-9.454413830053238765e-01,-9.913951233509637362e+00,-1.053407092198974521e-01
3.200137734983642446e+01,1.200069284266358522e+02,1.683970204324675990e+02,-1.002287902652287066e+00,-1.003677691998507449e+01,7.876741237736174794e-02
3.200135236035330877e+01,1.200069688070960439e+02,1.702253253578374483e+02,-9.464056029738110443e-01,-1.002019227195045836e+01,-3.192615140151709024e-02
3.200136660898638752e+01,1.200068909593968698e+02,1.731810652197493710e+02,-9.348531119867730110e-01,-9.973398694718001778e+00,-2.944183095803120861e-02
3.200133691398983871e+01,1.200070063380711218e+02,1.737152182274055292e+02,-8.641120971362192815e-01,-9.990792991256114419e+00,-7.497362414796049368e-02
3.200137208257969945e+01,1.200068460588254453e+02,1.744233645174692242e+02,-7.007208230311720021e-01,-9.976072395512186830e+00,1.805538433136220011e-03
3.200142565718180521e+01,1.200068554596966379e+02,1.824440612799788823e+02,-6.870961699819309043e-01,-1.000516175512267303e+01,-9.766429569419851631e-02
3.200139650872240082e+01,1.200068620604607901e+02,1.687454777610139445e+02,-8.281903384992207462e-01,-1.003586067251457870e+01,5.423477864495461487e-02
3.200136974489284114e+01,1.200067816247172630e+02,1.735179444221334677e+02,-6.874434467559259465e-01,-9.963668854168966860e+00,-1.290323180952286132e-02
3.200135300578580200e+01,1.200068328158253905e+02,1.646157751177211708e+02,-6.632395647081378298e-01,-9.938902587458844806e+00,-3.392123142048174798e-03
