gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.200166971087167411e+01,1.200003694259759186e+02,1.670933081214157596e+02,1.420032208285801456e+00,9.912951268975515262e+00,-6.543450095986289572e-01
3.200173208677940551e+01,1.200002914895278252e+02,1.832455114742445801e+02,1.344662526859227825e+00,9.808771742468358923e+00,-5.138300426118569408e-01
3.200170333278269652e+01,1.200004469082145420e+02,1.721026042815081496e+02,1.323999187786452980e+00,9.836689811464543354e+00,-5.732139802824280927e-01
3.200165028728372363e+01,1.200003865683216304e+02,1.703444911575690526e+02,1.237224212082435271e+00,9.889257785886746532e+00,-4.553864753505179053e-01
3.200171942791352819e+01,1.200004094688575833e+02,1.757365694401360656e+02,1.129319634769020864e+00,9.893757666185956978e+00,-4.793002678375963832e-01
3.200171982378280688e+01,1.200004727313038160e+02,1.693785210227483446e+02,1.155604225453636058e+00,9.927930400174959757e+00,-4.218235647840423708e-01
3.200175511740015821e+01,1.200004055226971502e+02,1.685891394617607375e+02,9.596155983124581290e-01,9.889934025826194741e+00,-4.382764133078437818e-01
3.200168949936081475e+01,1.200005510277268144e+02,1.851470216449327211e+02,9.977574410384960624e-01,9.905384313788124118e+00,-3.840731043037909909e-01
3.200173769182687522e+01,1.200004259467958860e+02,1.813444536084041943e+02,8.672792397647383078e-01,9.913951308330823053e+00,-4.681992577506324249e-01
3.200168538692624765e+01,1.200004006409131847e+02,1.700009294493005143e+02,8.256893129849640633e-01,9.973472337261375387e+00,-3.598013367763559511e-01
3.200177479405448366e+01,1.200005124046595313e+02,1.812554039993642903e+02,8.331774906080227083e-01,9.944088343576300559e+00,-3.663428004822443795e-01
3.200166937125383981e+01,1.200004039093848434e+02,1.733159160921558453e+02,8.245679852765086526e-01,9.977444675385777728e+00,-3.227208977282222668e-01
3.200171174872910029e+01,1.200004747560528671e+02,1.750105544949089733e+02,8.433360020157653070e-01,1.004502643803664341e+01,-3.158071574782416735e-01
3.200173628578008334e+01,1.200004227475951097e+02,1.722337613784260384e+02,7.033026227186525148e-01,9.928480653076119822e+00,-3.439679362208168389e-01
3.200165224253695584e+01,1.200004173347085583e+02,1.660145707697884632e+02,7.333181142076951042e-01,9.945104131940922798e+00,-2.740737451356268783e-01
3.200166434554985528e+01,1.200004982046349511e+02,1.732707847953523412e+02,6.198409123079682281e-01,9.964013552528566464e+00,-2.745535023879095426e-01
3.200170421938340581e+01,1.200005545445529691e+02,1.800429077689555584e+02,5.459628129560859522e-01,1.000372106804456962e+01,-2.261429510589954561e-01
3.200177654467743338e+01,1.200005250255946976e+02,1.614382622384364936e+02,5.642955835431292533e-01,9.899196716074843749e+00,-2.431639487466706051e-01
3.200166497022682677e+01,1.200004974277886447e+02,1.843419576162634428e+02,4.886248823699340660e-01,9.966716321173276327e+00,-2.221629793245614437e-01
3.200165189011740097e+01,1.200005638103834258e+02,1.724825955218951776e+02,6.118009829166554114e-01,9.891578718818163196e+00,-2.099259522111754650e-01
3.200170877750608867e+01,1.200006584152471163e+02,1.716460626816320598e+02,5.524895735861398149e-01,9.993266362820072857e+00,-1.599355969505146802e-01
3.200173663225910303e+01,1.200006424805005594e+02,1.754699275105798506e+02,4.003204672023115696e-01,9.971846898019860461e+00,-2.617696174122105535e-01
3.200169464716208267e+01,1.200005516711244553e+02,1.791449517749383631e+02,4.196039088967472575e-01,9.967609989718509311e+00,-1.782334198139511328e-01
3.200173836755475776e+01,1.200006476098166388e+02,1.716803188845591421e+02,3.515528751163987109e-01,9.948875948617237341e+00,-1.371191744275211399e-01
3.200171900422073179e+01,1.200007057099087717e+02,1.757382871214398392e+02,3.689157813827677046e-01,1.002032151764877987e+01,-2.068465868132965124e-01
3.200175950334435981e+01,1.200006235216368253e+02,1.725800937200384908e+02,3.097260060379196656e-01,1.003531580793191758e+01,-5.407412957459285796e-02
3.200171846780973084e+01,1.200005612962281560e+02,1.813474826120241232e+02,3.158828665157701332e-01,1.000979659921462428e+01,-9.611739397082993963e-02
3.200175228017959483e+01,1.200006890060674465e+02,1.702490551286078926e+02,2.677607413263782821e-01,1.003089132174584108e+01,-1.573806825253991071e-01
3.200169721079797824e+01,1.200005420869264867e+02,1.714592304041494231e+02,3.044290830087619248e-01,9.987684415273740512e+00,-1.914577562895501961e-01
3.200171051722652749e+01,1.200006451536905843e+02,1.699136225302835612e+02,2.548283253940055726e-01,1.000468963100542297e+01,-1.201059796623062809e-01
3.200163360743349017e+01,1.200006030707658198e+02,1.825995356236573173e+02,4.348660309642954358e-01,9.934064096155703183e+00,-3.116212868608173037e-02
3.200166168111849885e+01,1.200006309291736954e+02,1.719857322012306327e+02,2.425445609361484012e-01,1.001070497434928619e+01,-1.121976109928617404e-01
3.200168616708947411e+01,1.200007275998688812e+02,1.749013031493486494e+02,2.501882978884115150e-01,9.929770392195875317e+00,-1.556214661223737916e-01
3.200174273858927165e+01,1.200006632460017784e+02,1.728762159640281482e+02,2.415887188451016077e-01,1.001598306394435589e+01,-9.653591966657662504e-02
3.200173482010043102e+01,1.200007735340499266e+02,1.706915370966002570e+02,2.740915150606794137e-01,9.989045626957571145e+00,-2.042407608080345494e-01
3.200159792167747241e+01,1.200007363861521128e+02,1.767838185930124553e+02,2.036187874113382368e-01,9.923581932658787963e+00,-1.037200253772147945e-01
3.200173058259978376e+01,1.200007345750538263e+02,1.742691790711010640e+02,2.152108111006869884e-01,1.000082441861181159e+01,-1.186277837882227376e-01
3.200175920164126353e+01,1.200007760063975724e+02,1.775198554636177164e+02,1.554850294079511697e-01,1.000366302193916823e+01,-1.057196316297509819e-01
3.200169025946630086e+01,1.200008820213748777e+02,1.652279047322883230e+02,1.472140543505607302e-01,9.959794049470323429e+00,-7.590489123625179801e-02
3.200171454503716717e+01,1.200008416149810131e+02,1.594675307794854575e+02,9.546944494382647584e-02,1.001595715520392815e+01,-1.210676536274233328e-01
3.200170700350712139e+01,1.200006410712906444e+02,1.672401951945324754e+02,3.527099320646293057e-01,9.913337945950397412e+00,-6.318418246865825649e-02
3.200176713468397338e+01,1.200008747669964180e+02,1.774924721777298089e+02,2.278973105890638728e-01,1.002575384670262615e+01,-9.861585595078165012e-02
3.200166253771504188e+01,1.200007221284040071e+02,1.673572176335583777e+02,1.353015342686298972e-01,1.003667178121984271e+01,-1.940520459482388688e-02
3.200182778407134521e+01,1.200007823569732039e+02,1.756654200214400703e+02,1.494458903433409924e-02,9.952227454766974901e+00,-7.656724958827046401e-02
3.200173621989387840e+01,1.200007743473535413e+02,1.772700502166331660e+02,4.901463830703425839e-02,1.006166680675220348e+01,-9.491496846069752413e-02
3.200172279863176072e+01,1.200008384126127510e+02,1.844525836344804191e+02,1.218930310032310949e-01,1.004119190717354115e+01,-1.264275969338615746e-01
3.200170335235551988e+01,1.200008010537070078e+02,1.756739251414064711e+02,1.563397739371305550e-01,1.006254124479958811e+01,-6.350635358713087320e-03
3.200169212485140946e+01,1.200009303981171342e+02,1.785176514731394946e+02,5.943345354868792563e-02,9.918696755361116502e+00,-8.684475072188668765e-02
3.200170971760780958e+01,1.200008589447950840e+02,1.856293059430072674e+02,1.166387980601962804e-01,1.004447771577966719e+01,-6.719666950994496180e-02
3.200182483690436186e+01,1.200008080264600636e+02,1.677293901151120679e+02,1.358824542781935929e-01,1.005880965151762751e+01,6.749494088991246643e-03
3.200169159711968803e+01,1.200009109704746351e+02,1.645735211750223357e+02,1.482643717503694947e-01,1.004969109369756630e+01,-1.500505773248394376e-02
3.200169300947497675e+01,1.200009603623739025e+02,1.746335598769729813e+02,1.142579485924517108e-01,1.001028088868812738e+01,-1.597348562753402035e-02
3.200170268748605906e+01,1.200009133049401271e+02,1.743231580303094859e+02,1.233131556831258552e-01,1.008368721107329335e+01,-2.605460279418068958e-03
3.200172645886659950e+01,1.200009939864764164e+02,1.643518860080260424e+02,9.717609091465531646e-02,1.000177381719473146e+01,-6.543287003674642943e-02
3.200174113698608380e+01,1.200009791740243230e+02,1.693085099275222944e+02,-2.627383277827458063e-02,9.918324598651258484e+00,3.668788090669201224e-02
3.200179262142368231e+01,1.200009827818436463e+02,1.701167498000089324e+02,-2.000089624381407027e-02,9.968484365130899860e+00,-3.445882800220489983e-02
3.200171786364617077e+01,1.200008792558768533e+02,1.650413725427743827e+02,1.228974859037144651e-01,1.002924038143379271e+01,-5.235687246199469125e-02
3.200166448969164179e+01,1.200008809756286894e+02,1.714920787555847141e+02,1.453634647415315562e-01,1.002033738128721474e+01,-1.199476758332317788e-01
3.200173511110794067e+01,1.200009424941773659e+02,1.813935835436977868e+02,1.337551293439696587e-01,1.010474636922876712e+01,-2.691545394370231312e-02
3.200165625163251093e+01,1.200009866310260378e+02,1.737791359393935409e+02,2.600831081632266201e-02,9.988134388386379570e+00,-3.571664760572479391e-02
3.200167745583166123e+01,1.200009016598062885e+02,1.692334074246766704e+02,1.611692351510712051e-01,1.004153917008135899e+01,-7.881364431680742966e-02
3.200172266568129942e+01,1.200009855043137605e+02,1.807227623404793917e+02,6.132213720644365956e-02,9.921023394435612985e+00,-1.436409391317284949e-02
3.200178632663008926e+01,1.200009989812559468e+02,1.684393639035863828e+02,6.844165236857761847e-02,9.968752793758937969e+00,-5.912088128242005969e-02
3.200173477085679252e+01,1.200011054838646913e+02,1.821992432327900246e+02,6.156222629583654737e-02,9.970969082227357561e+00,-1.875966599518298986e-02
3.200167781659299493e+01,1.200010334116464037e+02,1.771709979249921787e+02,9.151680696455283259e-02,1.004916043963377348e+01,-1.235507214938347947e-01
3.200171273272250971e+01,1.200009505085854613e+02,1.686541975931714319e+02,4.883258792646257007e-02,9.902333145314072382e+00,-1.262368942178599129e-01
3.200179836852929327e+01,1.200010701593425324e+02,1.766897429092260552e+02,-6.965169224228573430e-03,9.992801998038739697e+00,-6.534434519454498935e-02
3.200180023072697111e+01,1.200011332482580144e+02,1.733831108118264410e+02,4.104331960249479189e-02,9.914515819393303175e+00,4.461469117746939828e-03
3.200166578334913936e+01,1.200011169738755399e+02,1.622664831663878431e+02,-3.192336007444261659e-02,9.948505322555170949e+00,-1.432152462511374763e-02
3.200172266022165246e+01,1.200011123586463810e+02,1.604359720206590509e+02,-5.115824312131311835e-03,9.955442328193750967e+00,-5.030207818973449208e-02
3.200176845239735002e+01,1.200011325713985428e+02,1.769974296060517531e+02,7.618599839154552300e-02,1.001753276751255406e+01,-1.822460549168369859e-02
3.200172660761693066e+01,1.200010659307838097e+02,1.744569630157743347e+02,7.269893095455833010e-02,9.995990545865085508e+00,6.535070050498163752e-02
3.200165920400863229e+01,1.200011042608434479e+02,1.687004704777191932e+02,5.263257083362971045e-02,9.957708363979364208e+00,-1.921135741954874826e-02
3.200173284990975020e+01,1.200012069874584455e+02,1.684855454244193709e+02,8.320994249069908755e-04,9.982474092808343968e+00,-5.555237812148539761e-02
3.200172901007120174e+01,1.200010900730183891e+02,1.647374053825193698e+02,8.603982497542340957e-02,1.005651222225003316e+01,-5.412082543899397052e-02
3.200170707614043408e+01,1.200011243784515642e+02,1.948508095509373277e+02,-5.059756841683662326e-02,9.938592775504558219e+00,-1.156894783800010811e-02
3.200167577517484574e+01,1.200011689489204798e+02,1.751415892706339719e+02,3.710600902609210994e-02,1.000563791150917936e+01,-5.086778148137685585e-02
3.200168855335643059e+01,1.200011854060199425e+02,1.711376769974399110e+02,-5.375892993063822317e-03,9.995914408764647874e+00,-5.417492343119323372e-02
3.200167465377937503e+01,1.200012409693395199e+02,1.691095103116963969e+02,1.381009421694859123e-02,1.004555327907667106e+01,5.378278737822785038e-02
3.200176461118048366e+01,1.200012233044058974e+02,1.800801324453177017e+02,-3.877566218294140055e-02,9.981285238842874108e+00,2.876566704973805566e-02
3.200167222291906910e+01,1.200012997902523040e+02,1.773164909225946246e+02,1.150016400310658049e-01,9.961078107453175789e+00,-5.356008298787801741e-02
3.200172714443632316e+01,1.200013251403392616e+02,1.667423293016931609e+02,1.127073138919604950e-01,1.002204239261558882e+01,-6.896515700381289360e-02
3.200167782553791085e+01,1.200011694665026454e+02,1.683482649076247242e+02,8.514406467841639792e-02,9.984079867090747129e+00,8.905136952516899684e-02
3.200170963373530952e+01,1.200013216394964246e+02,1.775473039134363376e+02,3.487982385341080460e-02,1.003650415087968462e+01,-8.136506363471546210e-03
3.200172346251532218e+01,1.200012244703364814e+02,1.704532300214208647e+02,3.249929303496131017e-02,9.991447152401869758e+00,3.724961575701835753e-02
3.200164984960292713e+01,1.200012585847849067e+02,1.783278470969898990e+02,1.578505747545693935e-02,1.001769062840694779e+01,-3.931737402131700587e-02
3.200176054904805767e+01,1.200012958592683390e+02,1.777450362887235542e+02,3.564554701525933511e-02,1.005497071150410271e+01,-3.540823003019431814e-02
3.200168230639079070e+01,1.200013521420008686e+02,1.751718065163129552e+02,8.153041163800393148e-03,9.972097856961422480e+00,-1.815763306671414404e-02
3.200170293611261485e+01,1.200012791973358759e+02,1.680113165197573437e+02,-1.329915983588010053e-01,9.898448483361223182e+00,-1.015851798601234146e-01
3.200169473337074777e+01,1.200013012215885766e+02,1.680571659937142499e+02,-1.617879719679635175e-02,1.007973010982511752e+01,7.708921352093114909e-02
3.200179817257502179e+01,1.200013064907274725e+02,1.790521008127991252e+02,8.617099535011429889e-02,9.989008231185918518e+00,-8.267964789297084505e-02
3.200178128198340488e+01,1.200013056160327096e+02,1.880928578170133108e+02,-4.542841166920735807e-02,1.000408232436519107e+01,4.719481452293022850e-02
3.200168416948384476e+01,1.200013309084188933e+02,1.727851284630586690e+02,5.037466356541495105e-02,9.960742189085342702e+00,-2.245854095317143667e-02
3.200174780397401975e+01,1.200013218146455216e+02,1.545199650377075500e+02,-3.872108676983324060e-02,9.968085777733421082e+00,1.382329470464930578e-02
3.200164052057024833e+01,1.200013201541446080e+02,1.715344706638840648e+02,-5.853675735200258856e-02,1.006743170145415789e+01,6.151844616481318834e-02
3.200165811455215703e+01,1.200013593160985010e+02,1.752385426383815457e+02,2.266070383022589577e-02,1.002443406276883131e+01,-7.588439015738018822e-02
3.200165793599771291e+01,1.200014334066083990e+02,1.816246968452639976e+02,-2.134048069168205386e-02,1.005464198944536847e+01,1.724035371368881978e-02
3.200172184273525744e+01,1.200014244212560754e+02,1.646979243647244857e+02,-1.110149617526885214e-02,1.002286338415568601e+01,-4.162283360018174949e-02
3.200162864814328145e+01,1.200014436128672628e+02,1.756210807281412656e+02,1.405674042988138209e-03,1.000635891371053177e+01,1.906843755716933902e-02
3.200168473645209133e+01,1.200013970203571176e+02,1.660951682658983373e+02,7.982653949557426409e-02,9.924396481411635662e+00,-4.554384841220776581e-02
3.200177489813535914e+01,1.200014418498737143e+02,1.664291209790388280e+02,1.860825301745786323e-02,1.002155014316862847e+01,-8.231955734577774131e-02
3.200175933237949266e+01,1.200014287960141246e+02,1.592679295530065531e+02,-8.934835089714838335e-03,9.995291163806543366e+00,5.633115368840954651e-02
3.200168128391840128e+01,1.200013868732990261e+02,1.768145733591841804e+02,-5.675185261130153563e-02,9.994371829341126556e+00,-4.419847044046756879e-02
3.200168821530695595e+01,1.200014361815501474e+02,1.691027919455828226e+02,6.525409602180119728e-02,9.968135641518152568e+00,-1.445884047977954133e-02
3.200173737757231152e+01,1.200014078589928488e+02,1.662573831622108287e+02,7.131305922729551383e-02,1.002025531341784159e+01,1.092770110823312012e-02
3.200173220822064479e+01,1.200014557832958531e+02,1.619500981213965076e+02,3.438237545882101565e-02,1.000745591730619033e+01,2.198889035062435646e-02
3.200168721351973034e+01,1.200014918428295232e+02,1.732783929033400909e+02,-1.246050191797349882e-01,1.000432247605608360e+01,1.289981833553225342e-02
3.200176197693618008e+01,1.200014712984366696e+02,1.747193133542944565e+02,1.121530287081279331e-01,9.980086223095288034e+00,-3.746987453658185557e-02
3.200163593957471875e+01,1.200015346504760032e+02,1.755510815975912635e+02,8.109292938044984633e-02,9.952163553527341833e+00,1.412884054264151520e-02
3.200163070538486210e+01,1.200015505632925112e+02,1.703627326496737453e+02,-1.911887415634273835e-02,1.003192377151101233e+01,3.348538607174725984e-02
3.200169484807756248e+01,1.200014316948399369e+02,1.624601047412164405e+02,-1.525535737181191870e-02,9.984058377243961502e+00,-1.953856448719896305e-02
3.200177435101360146e+01,1.200015869713410694e+02,1.734831341360491308e+02,6.372540522582430256e-02,1.007035582588848222e+01,2.621886392061203302e-03
3.200171124600082351e+01,1.200014472959272638e+02,1.795197435521490092e+02,8.600370806350494945e-02,9.997098480642383933e+00,-5.322492890136722860e-02
3.200169225351063318e+01,1.200015561266961583e+02,1.672234892542720388e+02,-2.589472124186152288e-02,9.913349766775260363e+00,5.533325048349576475e-02
3.200171786951822384e+01,1.200015087788502797e+02,1.817313967195265718e+02,7.367830110527768053e-03,1.002711696769578431e+01,3.660576741430183328e-02
3.200170537337272947e+01,1.200016907167626385e+02,1.689933796167869104e+02,6.617543177893325974e-03,9.985636015376279317e+00,-5.641832934575135433e-03
3.200180800678055704e+01,1.200015703549545236e+02,1.745024597305110490e+02,5.505305943848034719e-03,1.007507621267550491e+01,9.338208340958401021e-03
3.200178275185849230e+01,1.200015951814183950e+02,1.670733783756219282e+02,-8.114989875950047449e-02,1.003964712217439548e+01,1.721617932215036006e-02
3.200172762643525459e+01,1.200015679042500523e+02,1.727928623910648867e+02,-3.986328588847356386e-02,1.014711838668496036e+01,1.135852866075159028e-02
3.200175809304045771e+01,1.200017316144972739e+02,1.760173609326198516e+02,6.484245971392621488e-02,1.005723817529947617e+01,-9.383105526722887446e-02
3.200173459302630619e+01,1.200016293014705440e+02,1.648454755570106443e+02,-1.940131509904738719e-02,9.974451291020212551e+00,-1.270393765771125200e-02
3.200176564252345912e+01,1.200016401679475706e+02,1.780281737878050023e+02,1.151093141327214631e-01,9.971671781163102821e+00,1.004918850685155608e-03
3.200173543811374799e+01,1.200016303108929918e+02,1.809574482363702259e+02,5.363838972101860753e-02,9.956841977733859039e+00,1.753616639071458455e-02
3.200172221492011460e+01,1.200017666120931210e+02,1.747202473279390063e+02,-1.167533574853234224e-02,9.989033359520577804e+00,2.790818111938518642e-02
3.200172837312396013e+01,1.200016970003980390e+02,1.716436240738364916e+02,5.217160797394667857e-03,1.000007541610249717e+01,-9.213634688888054647e-02
3.200169907762584387e+01,1.200016275811886004e+02,1.655631338607311136e+02,6.303587072245063483e-02,9.954937022384946488e+00,-8.573763749558839520e-02
3.200169852112266256e+01,1.200017263202639128e+02,1.727705107587871396e+02,8.761704405709606902e-03,1.009851055493546745e+01,1.137380546431678539e-02
3.200168944732529752e+01,1.200017928403402863e+02,1.730563592486240623e+02,-1.302665173006070654e-02,1.001769328739669795e+01,4.926428072182158224e-02
3.200172369967407349e+01,1.200016678008220907e+02,1.750291881081079737e+02,3.619498000810148636e-02,1.005098610287436678e+01,4.408967967240600729e-03
3.200176396772124576e+01,1.200017705877892666e+02,1.747444230963181155e+02,4.363859075369681817e-02,9.978611328258619295e+00,-3.358937486117993115e-02
3.200170528209922338e+01,1.200018380261487181e+02,1.778600920268904986e+02,-4.255814624791277867e-02,9.946879343431744402e+00,3.415005428319910913e-02
3.200181387058203342e+01,1.200016811191694330e+02,1.681460559025870225e+02,4.078950523684002002e-03,9.934968168757160711e+00,8.966278438256354219e-03
3.200171083292354979e+01,1.200018020617956722e+02,1.730211705351948410e+02,2.192704535804348639e-02,1.004264640660786867e+01,-3.531104149908602212e-03
3.200171536482881152e+01,1.200017704680294770e+02,1.752827329501359657e+02,3.541329217401827795e-02,1.008673226004148660e+01,1.056957650063984760e-01
3.200170057642647237e+01,1.200017880059184421e+02,1.684482778613928815e+02,9.848342344347220390e-02,1.009130968811026285e+01,-9.139878737427058197e-02
3.200171289360248750e+01,1.200017800751786439e+02,1.687595539491149452e+02,-2.459878851294238292e-02,9.932712493865036407e+00,5.353903572682080364e-02
3.200171976814269925e+01,1.200018013379101802e+02,1.647549618051348830e+02,3.608929157266502902e-02,1.000751809663034742e+01,-8.963474681851228698e-02
3.200181288136413116e+01,1.200017652113193805e+02,1.616292490848995556e+02,1.176974095161563427e-01,1.007316959827007707e+01,1.212552119647958629e-02
3.200170914060635141e+01,1.200017506833827952e+02,1.717311773520079612e+02,1.643792331610081578e-02,1.006277605643693107e+01,1.780543588870284188e-02
3.200171790762079382e+01,1.200018022460363767e+02,1.657144137508118433e+02,-8.320314764901826088e-02,9.977487632561610198e+00,-6.497158080148163206e-02
3.200174845867758933e+01,1.200018046024576677e+02,1.751534007211655251e+02,-4.426055601538729511e-02,1.004476411041833117e+01,1.489795591280320894e-02
3.200168704598503666e+01,1.200018605233612305e+02,1.791844335278557310e+02,8.995157964234222481e-02,9.983536788591813149e+00,2.968261122491587176e-02
3.200179910890247470e+01,1.200018473147960805e+02,1.769609345445456654e+02,2.926169573235305743e-02,1.001701943451923071e+01,-1.860267220868115287e-02
3.200173205179466152e+01,1.200018823273468911e+02,1.634362799790744134e+02,-2.019168180348974301e-02,9.988575707009632154e+00,-7.135834549483537070e-02
3.200176785201187357e+01,1.200018475058040650e+02,1.794659955954359702e+02,1.586861526824753094e-02,9.991831216484357014e+00,2.814698227712606957e-02
3.200175179517185597e+01,1.200019284959926296e+02,1.684151059248836191e+02,3.808783070941968579e-02,9.972764835457956778e+00,-2.327399473857441961e-02
3.200169561416836927e+01,1.200019743903665557e+02,1.782054272779064092e+02,8.749420013641194538e-02,9.989374556801998040e+00,-2.163143326398117572e-02
3.200172594552132210e+01,1.200019513548958088e+02,1.850052410193088690e+02,3.657442937477096284e-02,9.960246603749478567e+00,-1.543886529712037818e-02
3.200176821806146421e+01,1.200020015226604073e+02,1.862184395439672073e+02,2.199934561612410661e-02,1.002058307598196940e+01,-2.293393438342129081e-02
3.200172141253533908e+01,1.200019862380883637e+02,1.806616432438893014e+02,-7.489938636074350287e-02,9.981621728872820398e+00,-5.893584035683839539e-02
3.200167712101870876e+01,1.200018737203834434e+02,1.663090340810652208e+02,-3.531262711674446053e-02,9.984560312125454473e+00,5.334808030031667168e-03
3.200159725543201006e+01,1.200019997413514830e+02,1.586523949710519616e+02,8.716358029832638188e-02,9.959165610523790235e+00,2.077591630582500612e-02
3.200174121370299218e+01,1.200019493942410662e+02,1.774418544014697545e+02,6.068191411601143309e-02,9.961037428878478650e+00,7.895914746014361107e-02
3.200167585863601261e+01,1.200020075207849999e+02,1.639599399931599635e+02,-9.200470825984699563e-03,1.000302564014942952e+01,5.750993787714739347e-02
3.200175139794072976e+01,1.200020063767911438e+02,1.651546337665350563e+02,2.411697245191979366e-02,9.996907720154693422e+00,7.050836979351419835e-03
3.200170223028482752e+01,1.200020311665997212e+02,1.799493478965968052e+02,-2.380107979874004909e-02,9.955399145978701014e+00,5.687226220660109022e-02
3.200170063105608875e+01,1.200020272842004090e+02,1.685933454615432936e+02,4.391319599409388569e-02,1.006439460539932185e+01,6.783096225889811981e-02
3.200164163925934702e+01,1.200019202606629136e+02,1.586692556644747469e+02,-3.121552422812638727e-02,9.968458924429191015e+00,-3.948724728039547383e-02
3.200169680392496474e+01,1.200020640026873480e+02,1.724093491326507035e+02,3.195732645609145051e-02,1.002644843682467446e+01,-1.149383522830978860e-01
3.200170177087520074e+01,1.200020632414410500e+02,1.767512919780926950e+02,5.647729607035555793e-02,1.007016707999522076e+01,-4.117670034612032348e-02
3.200174928517100881e+01,1.200020246729165763e+02,1.776150622182109373e+02,-7.049281672196995238e-03,1.004832479230926801e+01,-2.421395582892254747e-02
3.200172734122762819e+01,1.200021260306914428e+02,1.684783902731788032e+02,3.784462051204719873e-03,9.962138550524816338e+00,-2.907240833201278976e-02
3.200170727323083497e+01,1.200020233926396571e+02,1.760012208130284534e+02,-2.037105833732522076e-02,9.981317585946952065e+00,-6.509987855915397303e-02
3.200174022136660312e+01,1.200020154648297108e+02,1.632052973546971373e+02,-1.091360485069938629e-02,9.942608477902410868e+00,3.413808034871585601e-02
3.200177256304562690e+01,1.200020903912045185e+02,1.732764898498801927e+02,-1.638132635295495507e-02,9.978306467505580812e+00,5.063476230708277570e-02
3.200171331948646269e+01,1.200020527058171069e+02,1.755932120927199662e+02,2.898876471743310618e-02,1.001502475627060207e+01,1.212518022052148786e-01
3.200165327566298146e+01,1.200021318286920859e+02,1.761338504111637917e+02,-2.403090575503801299e-02,1.001399087232845631e+01,7.556541819008462564e-03
3.200176825746175524e+01,1.200021578342732482e+02,1.904847371947633690e+02,-3.085840128973916900e-03,1.001656295046582557e+01,-1.934410395965926663e-02
3.200172262205648366e+01,1.200022068354580114e+02,1.652157831252272331e+02,1.017872988107847328e-02,9.948075745429536099e+00,1.824202369860952050e-02
3.200180762574137106e+01,1.200022465147497712e+02,1.643174593596059481e+02,-1.866614209606616906e-02,9.995137217393304851e+00,-3.834928431540998023e-02
3.200165037934994672e+01,1.200021484129040203e+02,1.798030183402825344e+02,4.751997084460258397e-02,9.988349331974946566e+00,1.225998729425509769e-02
3.200165837372014010e+01,1.200022043946557204e+02,1.714666526981102095e+02,-1.286869182647084990e-02,9.958044451748436998e+00,2.687517417770488026e-02
3.200177963426352790e+01,1.200021625175167657e+02,1.813431943928638646e+02,1.419861431603527784e-02,9.968666778254755556e+00,3.798134236907333566e-02
3.200178842275290236e+01,1.200021894750742604e+02,1.771368879076749749e+02,-4.348617230008987311e-02,1.000890684228572702e+01,5.595744182602133132e-02
3.200186598027917029e+01,1.200021627402487496e+02,1.586076560324450782e+02,5.217894866125663209e-03,1.005123851034241689e+01,6.910141871457586848e-02
3.200175872837292701e+01,1.200021916427126456e+02,1.751761605137304230e+02,-3.786296323193689972e-02,9.965820298218245554e+00,2.783617030363391351e-02
3.200171191374169410e+01,1.200022625221655801e+02,1.706980305100623241e+02,-1.647629131857425433e-03,9.997522230198486071e+00,-4.840660252490881776e-02
3.200175100984094456e+01,1.200022880302775405e+02,1.798508587641762517e+02,2.167009290559662738e-02,9.971208006716347327e+00,-1.180547820884458449e-01
3.200170882214013091e+01,1.200022062872767208e+02,1.672990627194442652e+02,-1.592341306174376806e-03,9.964177633637739007e+00,-6.080349298857856688e-02
3.200167300931979497e+01,1.200022684000173001e+02,1.806549188307312477e+02,-8.571926179953055780e-02,1.006472253234787395e+01,-5.323961094170763519e-02
3.200168640154954858e+01,1.200022618867398876e+02,1.684088534989559776e+02,2.533381459312982961e-02,1.001650332124784804e+01,9.267304850370462754e-02
3.200177134559738334e+01,1.200022898637757578e+02,1.761732888388679328e+02,4.343436786748619549e-02,9.993554851265276540e+00,-7.581929803233218579e-02
3.200171433436085522e+01,1.200022992856127075e+02,1.718539025304084760e+02,8.324563570748780283e-02,9.997418708251483821e+00,1.319772623812686882e-02
3.200165933908239424e+01,1.200022583818321209e+02,1.733978445181492134e+02,5.383788061433078531e-02,1.003287896452310690e+01,-7.038498189362241142e-02
3.200173930026947033e+01,1.200022938326792143e+02,1.714268291032525156e+02,-7.951075045616361192e-02,9.944301270485274458e+00,4.685127965934858529e-02
3.200169847675608281e+01,1.200022791922325922e+02,1.645787486057042770e+02,5.049360993003692427e-02,1.012881480021578362e+01,-7.420930471869738310e-02
3.200166212566583113e+01,1.200023901772662782e+02,1.590927261443711132e+02,3.330481977792097009e-02,1.006356508174190090e+01,3.166053328254977289e-02
3.200168628805496240e+01,1.200022916111619651e+02,1.722470182801021110e+02,-1.406767379140234225e-02,1.005685189116738520e+01,1.821024951505768597e-01
3.200173515793743206e+01,1.200022009268333960e+02,1.702453070835101414e+02,-6.645405014011097899e-03,1.002689216318069754e+01,-2.817764500083400764e-02
3.200170913716999621e+01,1.200024151657452194e+02,1.760684770494186466e+02,-1.040506598997424474e-02,9.949378151048572150e+00,8.920918116958191646e-02
3.200172941015401307e+01,1.200023440433050013e+02,1.739762843814201290e+02,2.921902113615685789e-02,1.006540367979475370e+01,-3.759638504872506864e-02
